"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"1973","noroBE",2,1,"naive",245,1.53144893268269,2.12731872127642,0,2,0,5,3,2.15535274831667,1.98171447247709
"1974","noroBE",2,2,"naive",245,1.78392454273697,2.59246040670005,1,3,0,6,2,1.52794718432834,2.17157516888708
"1975","noroBE",2,3,"naive",245,2.03267808502591,3.08242241486999,1,3,0,6,1,1.34580137558558,1.84141949515613
"1976","noroBE",2,4,"naive",245,2.50709997319786,4.10404377142089,1,4,0,7,2,1.55403080408655,2.0535790821184
"1977","noroBE",3,1,"naive",245,2.17904519167636,3.38541039600242,1,3,0,7,3,1.87375157691895,1.98171447247709
"1978","noroBE",3,2,"naive",245,2.53828391806382,4.17520116308258,1,4,0,7,5,2.67219153206311,2.17157516888708
"1979","noroBE",3,3,"naive",245,2.89222664424252,5.01748128410462,1,4,0,8,0,2.16834083732285,1.84141949515613
"1980","noroBE",3,4,"naive",245,3.56726497701683,6.80034956750621,2,5,0,10,1,1.91277547656956,2.0535790821184
"1981","noroBE",4,1,"naive",245,1.89727180931184,2.81181755793539,1,3,0,6,1,1.30147011541952,1.98171447247709
"1982","noroBE",4,2,"naive",245,2.21005720311254,3.45100455629553,1,3,0,7,0,1.75406073123735,2.17157516888708
"1983","noroBE",4,3,"naive",245,2.51823142504008,4.12938747352226,1,4,0,7,2,1.55541702450897,1.84141949515613
"1984","noroBE",4,4,"naive",245,3.1059802261525,5.55698242396888,1,4,0,9,1,1.738062078267,2.0535790821184
"1985","noroBE",5,1,"naive",245,2.18835171986371,3.405043508315,1,3,0,7,2,1.52481288527404,1.98171447247709
"1986","noroBE",5,2,"naive",245,2.54912472619445,4.20005411577451,1,4,0,7,6,3.20126456462192,2.17157516888708
"1987","noroBE",5,3,"naive",245,2.90457911352202,5.04802610570612,1,4,0,8,2,1.61505155828786,1.84141949515613
"1988","noroBE",5,4,"naive",245,3.5825004811666,6.84326053832891,2,5,0,10,3,1.81530753414798,2.0535790821184
"1989","noroBE",6,1,"naive",245,2.11417445234509,3.24978121119962,1,3,0,6,5,2.98088820807228,1.98171447247709
"1990","noroBE",6,2,"naive",245,2.46271854887071,4.00362364167578,1,4,0,7,3,1.82113147550939,2.17157516888708
"1991","noroBE",6,3,"naive",245,2.80612430848449,4.80672373282106,1,4,0,8,2,1.59796380558679,1.84141949515613
"1992","noroBE",6,4,"naive",245,3.46106657538036,6.50451701621044,2,5,0,10,4,2.01489585967654,2.0535790821184
"1993","noroBE",7,1,"naive",245,4.10172463158775,8.37616565355436,2,6,0,11,6,2.47993400611193,1.98171447247709
"1994","noroBE",7,2,"naive",245,4.7779374693353,10.5779275524226,2,7,0,13,3,1.97491903887385,2.17157516888708
"1995","noroBE",7,3,"naive",245,5.44418138372682,12.9744678858366,3,7,0,14,5,2.17001750402182,1.84141949515613
"1996","noroBE",7,4,"naive",245,6.71483945331749,18.1704329597601,4,9,1,17,4,2.25703295608265,2.0535790821184
"1997","noroBE",8,1,"naive",245,2.65924217766757,4.45588649652386,1,4,0,8,4,2.15850110553292,1.98171447247709
"1998","noroBE",8,2,"naive",245,3.09764647359967,5.53551359555784,1,4,0,9,3,1.7891990017158,2.17157516888708
"1999","noroBE",8,3,"naive",245,3.52958768781971,6.69473756211864,2,5,0,10,4,2.00965382702803,1.84141949515613
"2000","noroBE",8,4,"naive",245,4.35338446491862,9.16842972737678,2,6,0,12,3,1.9076457245124,2.0535790821184
"2001","noroBE",9,1,"naive",245,1.97484329461323,2.96570172112683,1,3,0,6,1,1.3266048595966,1.98171447247709
"2002","noroBE",9,2,"naive",245,2.30041717104389,3.64491321578714,1,3,0,7,1,1.43865846434652,2.17157516888708
"2003","noroBE",9,3,"naive",245,2.62119134412719,4.36678750426423,1,4,0,8,0,2.00892267929984,1.84141949515613
"2004","noroBE",9,4,"naive",245,3.23297072813376,5.88849253747454,1,5,0,9,0,2.36001232572708,2.0535790821184
"2005","noroBE",10,1,"naive",245,4.58783885537888,9.93548470352529,2,6,0,12,2,2.00669662533682,1.98171447247709
"2006","noroBE",10,2,"naive",245,5.34419278212294,12.6004147600887,3,7,0,14,8,2.76135048585906,2.17157516888708
"2007","noroBE",10,3,"naive",245,6.08939632262048,15.5103487094739,3,8,0,16,5,2.2044539122735,1.84141949515613
"2008","noroBE",10,4,"naive",245,7.51064591570012,21.8424513466231,4,10,1,19,3,2.50993399534318,2.0535790821184
"2009","noroBE",11,1,"naive",245,3.16719386394102,5.71575832288833,1,4,0,9,2,1.66555827875889,1.98171447247709
"2010","noroBE",11,2,"naive",245,3.68933938632415,7.14748713290423,2,5,0,10,4,2.00061480151025,2.17157516888708
"2011","noroBE",11,3,"naive",245,4.20378728984713,8.6935955352626,2,6,0,11,4,1.99658039918769,1.84141949515613
"2012","noroBE",11,4,"naive",245,5.18494053699159,12.0151478826143,3,7,0,13,8,2.79676260249103,2.0535790821184
"2013","noroBE",12,1,"naive",245,2.3683907459922,3.79351600837358,1,3,0,7,5,2.78095576365884,1.98171447247709
"2014","noroBE",12,2,"naive",245,2.75884509656192,4.6925979186248,1,4,0,8,7,3.5793938996656,2.17157516888708
"2015","noroBE",12,3,"naive",245,3.14354325724944,5.65418768349743,1,4,0,9,1,1.75230025364751,1.84141949515613
"2016","noroBE",12,4,"naive",245,3.87723824744042,7.69660447982145,2,5,0,11,3,1.84482977477755,2.0535790821184
"2017","noroBE",1,1,"naive",246,2.57126336789974,4.2455547170805,1,4,0,8,1,1.53728885167837,2.1706574982546
"2018","noroBE",1,2,"naive",246,2.93069032472553,5.10578301683073,1,4,0,8,1,1.67200277549786,1.84151145268021
"2019","noroBE",1,3,"naive",246,3.6138450320149,6.92117067975939,2,5,0,10,1,1.93100237167511,2.05307002817946
"2020","noroBE",1,4,"naive",246,3.83667247165627,7.56442746094781,2,5,0,10,5,2.23906146480515,2.16448021709527
"2021","noroBE",2,1,"naive",246,1.78758753514653,2.596818594946,1,3,0,6,2,1.5270696732496,2.1706574982546
"2022","noroBE",2,2,"naive",246,2.03746747970555,3.08874960288897,1,3,0,6,1,1.34727238679201,1.84151145268021
"2023","noroBE",2,3,"naive",246,2.51240865242744,4.11093010470386,1,4,0,7,2,1.55414798974926,2.05307002817946
"2024","noroBE",2,4,"naive",246,2.66732220914991,4.46904872594355,1,4,0,8,1,1.57298891649939,2.16448021709527
"2025","noroBE",3,1,"naive",246,2.53934206699239,4.17232002523022,1,4,0,7,5,2.67134567371738,2.1706574982546
"2026","noroBE",3,2,"naive",246,2.89430686868218,5.01572882136081,1,4,0,8,0,2.17116563918627,1.84151145268021
"2027","noroBE",3,3,"naive",246,3.56898045838169,6.79469734817155,2,5,0,10,1,1.91404912165154,2.05307002817946
"2028","noroBE",3,4,"naive",246,3.78904157628411,7.42481365036355,2,5,0,10,6,2.56085616941725,2.16448021709527
"2029","noroBE",4,1,"naive",246,2.20544004379833,3.43720663182595,1,3,0,7,0,1.75219687071569,2.1706574982546
"2030","noroBE",4,2,"naive",246,2.51372997368273,4.11393325091354,1,4,0,7,2,1.55431283852436,1.84151145268021
"2031","noroBE",4,3,"naive",246,3.09968968764077,5.53287028706981,1,4,0,9,1,1.73603999730304,2.05307002817946
"2032","noroBE",4,4,"naive",246,3.29081462815728,6.0333026941736,1,5,0,9,1,1.80860985607019,2.16448021709527
"2033","noroBE",5,1,"naive",246,2.54703180428466,4.18991483575471,1,4,0,7,6,3.20329807381474,2.1706574982546
"2034","noroBE",5,2,"naive",246,2.90307152459549,5.03736128096475,1,4,0,8,2,1.61431987694602,1.84151145268021
"2035","noroBE",5,3,"naive",246,3.57978818786523,6.82507114825549,2,5,0,10,3,1.81437036162255,2.05307002817946
"2036","noroBE",5,4,"naive",246,3.8005157036535,7.45834109968242,2,5,0,10,5,2.24474861652891,2.16448021709527
"2037","noroBE",6,1,"naive",246,2.47114409077008,4.0175875543312,1,4,0,7,3,1.81930674405615,2.1706574982546
"2038","noroBE",6,2,"naive",246,2.81657576125236,4.82557967684418,1,4,0,8,2,1.59924110565993,1.84151145268021
"2039","noroBE",6,3,"naive",246,3.47312994355646,6.52791018376085,2,5,0,10,4,2.01307297095647,2.05307002817946
"2040","noroBE",6,4,"naive",246,3.68728097826006,7.13038682705275,2,5,0,10,6,2.59249382529209,2.16448021709527
"2041","noroBE",7,1,"naive",246,4.78188114010105,10.5726397562979,2,7,0,13,3,1.97514508332436,2.1706574982546
"2042","noroBE",7,2,"naive",246,5.45032180142973,12.9731682606186,3,7,0,14,5,2.16928271193964,1.84151145268021
"2043","noroBE",7,3,"naive",246,6.72081188476439,18.1596361375544,4,9,1,17,4,2.25756179927057,2.05307002817946
"2044","noroBE",7,4,"naive",246,7.13521297040208,20.02814784334,4,10,1,18,3,2.43292233450287,2.16448021709527
"2045","noroBE",8,1,"naive",246,3.10094285040542,5.53609125177828,1,4,0,9,3,1.78851265197697,2.1706574982546
"2046","noroBE",8,2,"naive",246,3.53441165252283,6.69794319355928,2,5,0,10,4,2.00847285556607,1.84151145268021
"2047","noroBE",8,3,"naive",246,4.35829602459327,9.16858711751761,2,6,0,12,3,1.90781715569604,2.05307002817946
"2048","noroBE",8,4,"naive",246,4.62702584996096,10.0488042085034,2,6,0,12,4,2.01430709929071,2.16448021709527
"2049","noroBE",9,1,"naive",246,2.29562617053567,3.6301927421764,1,3,0,7,1,1.43691820065089,2.1706574982546
"2050","noroBE",9,2,"naive",246,2.61652287010605,4.35027488317356,1,4,0,8,0,2.00752719897294,1.84151145268021
"2051","noroBE",9,3,"naive",246,3.22644398676673,5.86269140760515,1,5,0,9,0,2.35831811501991,2.05307002817946
"2052","noroBE",9,4,"naive",246,3.42538451862365,6.39675338964465,2,5,0,10,2,1.72045034604389,2.16448021709527
"2053","noroBE",10,1,"naive",246,5.33044441417615,12.5260068500556,3,7,0,14,8,2.76356078890351,2.1706574982546
"2054","noroBE",10,2,"naive",246,6.07556661295008,15.4234111667228,3,8,0,15,5,2.20260493440628,1.84151145268021
"2055","noroBE",10,3,"naive",246,7.49180356438429,21.7056189829347,4,10,1,19,3,2.50665298183472,2.05307002817946
"2056","noroBE",10,4,"naive",246,7.95374351802339,23.9744282000731,4,11,1,20,6,2.39592426303815,2.16448021709527
"2057","noroBE",11,1,"naive",246,3.68231051279373,7.1161399847293,2,5,0,10,4,2.00006710816761,2.1706574982546
"2058","noroBE",11,2,"naive",246,4.19704645086378,8.65797697767867,2,6,0,11,4,1.99556072748419,1.84151145268021
"2059","noroBE",11,3,"naive",246,5.17539343465446,11.9584376689034,3,7,0,13,8,2.79837000560018,2.05307002817946
"2060","noroBE",11,4,"naive",246,5.49450497872026,13.1398141136253,3,7,0,14,7,2.50269452644093,2.16448021709527
"2061","noroBE",12,1,"naive",246,2.76653506428257,4.70478717766382,1,4,0,8,7,3.57318025879988,2.1706574982546
"2062","noroBE",12,2,"naive",246,3.1532582959518,5.67126569611898,1,4,0,9,1,1.75637438118695,1.84151145268021
"2063","noroBE",12,3,"naive",246,3.88829441696554,7.71703720388698,2,5,0,11,3,1.84543746777421,2.05307002817946
"2064","noroBE",12,4,"naive",246,4.1280442351865,8.44349924228382,2,6,0,11,2,1.88870518721376,2.16448021709527
"2065","noroBE",1,1,"naive",247,2.92346288817914,5.08380384906313,1,4,0,8,1,1.66942464586534,1.84188501599309
"2066","noroBE",1,2,"naive",247,3.60415104939875,6.88762139066267,2,5,0,10,1,1.92771320785072,2.05253040533873
"2067","noroBE",1,3,"naive",247,3.82687112209028,7.5286869103177,2,5,0,10,5,2.24010158276368,2.16361135078224
"2068","noroBE",1,4,"naive",247,4.54513231973532,9.76693181788766,2,6,0,12,5,2.17063615684743,2.37099723159626
"2069","noroBE",2,1,"naive",247,2.03742630564272,3.08670522622961,1,3,0,6,1,1.34718130811034,1.84188501599309
"2070","noroBE",2,2,"naive",247,2.51181302394726,4.10659656869415,1,4,0,7,2,1.55376276148029,2.05253040533873
"2071","noroBE",2,3,"naive",247,2.66703159598086,4.46500577913637,1,4,0,8,1,1.5729604561199,2.16361135078224
"2072","noroBE",2,4,"naive",247,3.16760379900818,5.70383499591168,1,4,0,9,4,2.04680328796602,2.37099723159626
"2073","noroBE",3,1,"naive",247,2.90174197834421,5.0301001492314,1,4,0,8,0,2.17639208281708,1.84188501599309
"2074","noroBE",3,2,"naive",247,3.57737272418314,6.81223289497544,2,5,0,10,1,1.91758512743618,2.05253040533873
"2075","noroBE",3,3,"naive",247,3.79843801868784,7.44545023696707,2,5,0,10,6,2.55772462347733,2.16361135078224
"2076","noroBE",3,4,"naive",247,4.51136263868209,9.65585595240394,2,6,0,12,5,2.17227673201346,2.37099723159626
"2077","noroBE",4,1,"naive",247,2.5042585496433,4.08946364733472,1,4,0,7,2,1.55282623071929,1.84188501599309
"2078","noroBE",4,2,"naive",247,3.08734074106353,5.49667057248065,1,4,0,9,1,1.73155860902456,2.05253040533873
"2079","noroBE",4,3,"naive",247,3.27812429725991,5.99442573507159,1,5,0,9,1,1.80405619351107,2.16361135078224
"2080","noroBE",4,4,"naive",247,3.89339181180665,7.72501993601091,2,5,0,11,5,2.23015772102538,2.37099723159626
"2081","noroBE",5,1,"naive",247,2.91464307530104,5.06196860757263,1,4,0,8,2,1.61613820451338,1.84188501599309
"2082","noroBE",5,2,"naive",247,3.59327766428803,6.85696604770295,2,5,0,10,3,1.81512126828331,2.05253040533873
"2083","noroBE",5,3,"naive",247,3.81532581144451,7.49483923166598,2,5,0,10,5,2.24191352325608,2.16361135078224
"2084","noroBE",5,4,"naive",247,4.53142008253596,9.72175975104702,2,6,0,12,2,1.99223498028454,2.37099723159626
"2085","noroBE",6,1,"naive",247,2.81755330337981,4.82420229787227,1,4,0,8,2,1.59912970807955,1.84188501599309
"2086","noroBE",6,2,"naive",247,3.47358187311834,6.52345806305413,2,5,0,10,4,2.01255530201268,2.05253040533873
"2087","noroBE",6,3,"naive",247,3.68823336709776,7.12669288054572,2,5,0,10,6,2.59187146709125,2.16361135078224
"2088","noroBE",6,4,"naive",247,4.38047379823071,9.23078164413714,2,6,0,12,9,3.40262915627134,2.37099723159626
"2089","noroBE",7,1,"naive",247,5.44052967100408,12.9223882725259,3,7,0,14,5,2.16840162025884,1.84188501599309
"2090","noroBE",7,2,"naive",247,6.707282244738,18.0788487059761,4,9,1,17,4,2.25532541046303,2.05253040533873
"2091","noroBE",7,3,"naive",247,7.12176165157637,19.9421741688049,4,10,1,18,3,2.43040471675517,2.16361135078224
"2092","noroBE",7,4,"naive",247,8.45843719930417,26.5429739451551,5,11,1,21,6,2.43951736272032,2.37099723159626
"2093","noroBE",8,1,"naive",247,3.5330418150307,6.68822577190113,2,5,0,10,4,2.00808310965181,1.84188501599309
"2094","noroBE",8,2,"naive",247,4.35566205293738,9.15117958058569,2,6,0,12,3,1.90710835950703,2.05253040533873
"2095","noroBE",8,3,"naive",247,4.62482207307909,10.0313342847096,2,6,0,12,4,2.01369144293481,2.16361135078224
"2096","noroBE",8,4,"naive",247,5.49284979994191,13.1193024298187,3,7,0,14,3,2.10319244757067,2.37099723159626
"2097","noroBE",9,1,"naive",247,2.61116051220483,4.3345929737828,1,4,0,8,0,2.00510772870812,1.84188501599309
"2098","noroBE",9,2,"naive",247,3.21913335663147,5.83855291827657,1,5,0,9,0,2.35537683753556,2.05253040533873
