"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"34","noroBE",9,2,"naive",204,10.662319189222,40.6292884327975,6,14,2,26,6,2.67995328798669,2.91687457357875
"35","noroBE",9,3,"naive",204,9.89490985420898,35.703432625461,6,13,1,24,7,2.58262672013173,2.9667493419147
"36","noroBE",9,4,"naive",204,6.28301090642515,16.6888017010105,3,9,1,16,5,2.22866341966165,2.5494263091655
"37","noroBE",10,1,"naive",204,20.352287960281,129.53803267614,12,27,4,48,20,3.35791139878222,2.8304420576422
"38","noroBE",10,2,"naive",204,23.1267087584921,164.109831402113,14,30,5,54,22,3.44931851652655,2.91687457357875
"39","noroBE",10,3,"naive",204,21.4621879469846,142.881411277024,13,28,4,50,31,4.01761830146462,2.9667493419147
"40","noroBE",10,4,"naive",204,13.6279322331867,62.5831958727155,8,18,2,33,14,3.03549413827857,2.5494263091655
"41","noroBE",11,1,"naive",204,14.2752356130958,67.9915284992888,8,19,2,34,11,2.91386801548001,2.8304420576422
"42","noroBE",11,2,"naive",204,16.2212335599423,85.580935484793,9,21,3,38,10,3.03744877810439,2.91687457357875
"43","noroBE",11,3,"naive",204,15.0537271442734,74.7885449026135,9,20,3,36,10,2.9553714779751,2.9667493419147
"44","noroBE",11,4,"naive",204,9.55872597359597,33.6433286552478,5,13,1,23,3,2.91089856195468,2.5494263091655
"45","noroBE",12,1,"naive",204,11.118998778289,43.7079833104452,6,15,2,27,13,3.00549816789234,2.8304420576422
"46","noroBE",12,2,"naive",204,12.6347390000259,54.7143787468132,7,17,2,30,8,2.80397046938081,2.91687457357875
"47","noroBE",12,3,"naive",204,11.7253668004134,47.9657130224082,7,16,2,28,7,2.74915362254701,2.9667493419147
"48","noroBE",12,4,"naive",204,7.44530355246194,22.0571224640612,4,10,1,19,4,2.37201170219564,2.5494263091655
"49","noroBE",1,1,"naive",205,11.2796941742108,44.6045157290216,6,15,2,27,10,2.75710876026376,2.91529830878511
"50","noroBE",1,2,"naive",205,10.4697264776159,39.1804313324869,6,14,2,25,12,2.92314409611576,2.96548635084222
"51","noroBE",1,3,"naive",205,6.64807759389445,18.224259495415,4,9,1,17,8,2.59396075919459,2.5496747995281
"52","noroBE",1,4,"naive",205,8.19578541175919,25.7893702946816,4,11,1,20,9,2.65954325852065,2.63996274439465
"53","noroBE",2,1,"naive",205,8.11836355999539,25.3811212795243,4,11,1,20,9,2.66209437246172,2.91529830878511
"54","noroBE",2,2,"naive",205,7.53540340777391,22.4079794259639,4,10,1,19,5,2.34880592478677,2.96548635084222
"55","noroBE",2,3,"naive",205,4.78483813911301,10.7814741047239,2,7,0,13,1,2.34851564426802,2.5496747995281
"56","noroBE",2,4,"naive",205,5.89877390332908,15.0125149252374,3,8,0,15,3,2.18254179488371,2.63996274439465
"57","noroBE",3,1,"naive",205,11.4342609800054,45.6786469970444,6,15,2,28,8,2.70618931189795,2.91529830878511
"58","noroBE",3,2,"naive",205,10.6131942130168,40.1161416858006,6,14,2,26,10,2.74228936515818,2.96548635084222
"59","noroBE",3,3,"naive",205,6.73917688280183,18.6347917171415,4,9,1,17,2,2.56199816235589,2.5496747995281
"60","noroBE",3,4,"naive",205,8.30809309958378,26.387155013341,5,11,1,21,4,2.51016863236173,2.63996274439465
"61","noroBE",4,1,"naive",205,10.3579675431317,38.4589998723956,6,14,1,25,10,2.7391399850474,2.91529830878511
"62","noroBE",4,2,"naive",205,9.61418681798613,33.8243823323328,5,13,1,24,4,2.72586309510695,2.96548635084222
"63","noroBE",4,3,"naive",205,6.10482614849779,15.866398654716,3,8,0,16,3,2.22260563085813,2.5496747995281
"64","noroBE",4,4,"naive",205,7.52606214090145,22.361787420615,4,10,1,19,2,2.75937471506491,2.63996274439465
"65","noroBE",5,1,"naive",205,11.5534959692299,46.5157977614109,7,15,2,28,4,3.04520882090615,2.91529830878511
"66","noroBE",5,2,"naive",205,10.7238672245773,40.8453286749036,6,14,2,26,7,2.65286711489289,2.96548635084222
"67","noroBE",5,3,"naive",205,6.80945214452687,18.9544523683531,4,9,1,17,3,2.36264090442302,2.5496747995281
"68","noroBE",5,4,"naive",205,8.39472881595728,26.8528088771328,5,11,1,21,5,2.4522181813847,2.63996274439465
"69","noroBE",6,1,"naive",205,10.4500772086797,39.0531164091274,6,14,2,25,7,2.62828485769384,2.91529830878511
"70","noroBE",6,2,"naive",205,9.69968231009237,34.3423773980668,5,13,1,24,10,2.73873035453174,2.96548635084222
"71","noroBE",6,3,"naive",205,6.15911416324829,16.0950708847601,3,8,0,16,4,2.18233809621501,2.5496747995281
"72","noroBE",6,4,"naive",205,7.59298869418568,22.6937446653752,4,10,1,19,4,2.39498986255252,2.63996274439465
"73","noroBE",7,1,"naive",205,21.0004193418268,136.51295486572,12,27,4,49,25,3.61376076157348,2.91529830878511
"74","noroBE",7,2,"naive",205,19.4924297616911,119.011231655636,11,25,4,46,17,3.23461713307549,2.96548635084222
"75","noroBE",7,3,"naive",205,12.3773229249413,52.5033929454844,7,16,2,30,8,2.78119151278406,2.5496747995281
"76","noroBE",7,4,"naive",205,15.258829523595,76.2427899459672,9,20,3,36,7,3.12052022810681,2.63996274439465
"77","noroBE",8,1,"naive",205,13.24771225119,59.2156431438462,8,17,2,32,11,2.8671804272054,2.91529830878511
"78","noroBE",8,2,"naive",205,12.2964259120814,51.8996896378143,7,16,2,30,21,3.92123895201666,2.96548635084222
"79","noroBE",8,3,"naive",205,7.80799706332989,23.7760684534405,4,10,1,19,11,2.99506166571175,2.5496747995281
"80","noroBE",8,4,"naive",205,9.62574030204883,33.8941581455498,5,13,1,24,5,2.61486697477014,2.63996274439465
"81","noroBE",9,1,"naive",205,10.6261034641067,40.2008658075792,6,14,2,26,6,2.67533305820182,2.91529830878511
"82","noroBE",9,2,"naive",205,9.86306854368489,35.3429430990466,5,13,1,24,7,2.57848772838482,2.96548635084222
"83","noroBE",9,3,"naive",205,6.26286132044666,16.5363695527167,3,8,1,16,5,2.22540992203198,2.5496747995281
"84","noroBE",9,4,"naive",205,7.72088874129988,23.3346585202719,4,10,1,19,3,2.54678690242756,2.63996274439465
"85","noroBE",10,1,"naive",205,23.1613827115529,163.669737454732,14,30,5,54,22,3.44673242963963,2.91529830878511
"86","noroBE",10,2,"naive",205,21.4982195517111,142.551948107763,13,28,4,50,31,4.01362199712268,2.96548635084222
"87","noroBE",10,3,"naive",205,13.6509613709507,62.4599331013818,8,18,2,33,14,3.03273018989131,2.5496747995281
"88","noroBE",10,4,"naive",205,16.8289777729544,91.0092899426088,10,22,3,40,16,3.15534619037982,2.63996274439465
"89","noroBE",11,1,"naive",205,16.222821115605,85.1556246271481,9,21,3,38,10,3.03661724743798,2.91529830878511
"90","noroBE",11,2,"naive",205,15.0578993678754,74.4463457000966,9,20,3,36,10,2.95428580222737,2.96548635084222
"91","noroBE",11,3,"naive",205,9.56148029394226,33.5069550242098,5,13,1,23,3,2.91440122495647,2.5496747995281
"92","noroBE",11,4,"naive",205,11.7874437536475,48.1799906065523,7,16,2,28,7,2.75454447074793,2.63996274439465
"93","noroBE",12,1,"naive",205,12.6704916607177,54.7199221115925,7,17,2,30,8,2.80592967309215,2.91529830878511
"94","noroBE",12,2,"naive",205,11.7606541432591,47.9879685192669,7,16,2,28,7,2.75188464668738,2.96548635084222
"95","noroBE",12,3,"naive",205,7.46779215927969,22.074677749171,4,10,1,19,4,2.37524388164698,2.5496747995281
"96","noroBE",12,4,"naive",205,9.20633388715015,31.4060093662589,5,12,1,23,7,2.52865172153536,2.63996274439465
"97","noroBE",1,1,"naive",206,10.4779425116392,38.9996565025788,6,14,2,25,12,2.91972657543027,2.96334637744289
