"","data_set","unit","prediction_horizon","lag_structure","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"1","noroBE",1,4,"geom",204,7.53911959431772,23.022641405495,4,10,1,19,8,2.54187026850663,0.574906605601376,0.6536256418959,2.66383235960304
"2","noroBE",2,4,"geom",204,6.56936397676325,17.6287270884616,4,9,1,17,1,3.03473920733241,0.0174411349020077,0.0655283369321664,2.66383235960304
"3","noroBE",3,4,"geom",204,8.0738634918473,25.8759152378368,4,11,1,21,2,2.91122959360638,0.0414162511713664,0.0958250391954729,2.66383235960304
"4","noroBE",4,4,"geom",204,7.21399302363122,24.2014789366505,4,10,1,19,3,2.37884264285912,0.136055102481861,0.228712856072515,2.66383235960304
"5","noroBE",5,4,"geom",204,8.33747093781714,26.5978201756676,5,11,1,21,3,2.66509765700569,0.0866132007859464,0.156205757786621,2.66383235960304
"6","noroBE",6,4,"geom",204,7.01837332328392,20.9604018686932,4,9,1,18,4,2.26933725664312,0.228129995889112,0.331510668127101,2.66383235960304
"7","noroBE",7,4,"geom",204,12.2867232840958,52.7443999037288,7,16,2,30,8,2.71718137374806,0.27575648203254,0.341817174693202,2.66383235960304
"8","noroBE",8,4,"geom",204,7.52405734948098,23.4192279455609,4,10,1,19,11,3.08236215878074,0.777504544678652,0.823355366386741,2.66383235960304
"9","noroBE",9,4,"geom",204,6.69164894525317,19.8929087593631,3,9,1,18,5,2.24334209890438,0.360840931900502,0.466944235317902,2.66383235960304
"10","noroBE",10,4,"geom",204,12.591735799327,55.802374151489,7,16,2,31,14,3.05534000484109,0.625436326380746,0.672543027921349,2.66383235960304
"11","noroBE",11,4,"geom",204,9.77912617947464,34.2125211562376,6,13,2,24,3,2.9911712863897,0.0563402781767749,0.10656884839166,2.66383235960304
"12","noroBE",12,4,"geom",204,9.42428450151121,35.883459959008,5,12,1,24,4,2.64255801000808,0.127677447108544,0.198856407097475,2.66383235960304
"13","noroBE",1,3,"geom",205,6.87659080265523,18.9180657622688,4,9,1,17,8,2.56297637454919,0.629867375902629,0.706942370558305,2.65183943012099
"14","noroBE",2,3,"geom",205,6.14545234991962,14.9501078086351,3,8,1,15,1,2.92544385241685,0.0197294219191404,0.0733702999139892,2.65183943012099
"15","noroBE",3,3,"geom",205,7.64947283780709,22.4195005948242,4,10,1,19,2,2.83646635287409,0.0447774536729886,0.103409940524913,2.65183943012099
"16","noroBE",4,3,"geom",205,7.3243029387963,23.0039785422109,4,10,1,19,3,2.42356712324023,0.123395319210254,0.21200030736506,2.65183943012099
"17","noroBE",5,3,"geom",205,7.83457619468875,23.0628008732696,4,10,1,19,3,2.57505538254005,0.0958637875949975,0.172013392918255,2.65183943012099
"18","noroBE",6,3,"geom",205,7.4715953944195,22.7565897999855,4,10,1,19,4,2.33454393091848,0.19888880137524,0.29574344623932,2.65183943012099
"19","noroBE",7,3,"geom",205,12.585004334453,53.7590698539734,7,16,2,30,8,2.74167247479565,0.26113237421052,0.32559481908282,2.65183943012099
"20","noroBE",8,3,"geom",205,7.47088728479259,21.7785687206982,4,10,1,19,11,3.06596063899979,0.78150711346785,0.828116159352164,2.65183943012099
"21","noroBE",9,3,"geom",205,5.97244960375162,16.3352566303602,3,8,1,16,5,2.18285620564335,0.419899188867978,0.532618310303357,2.65183943012099
"22","noroBE",10,3,"geom",205,13.3928409848598,61.9571608644627,8,17,3,33,14,3.02995836974021,0.584764876291095,0.633082525851598,2.65183943012099
"23","noroBE",11,3,"geom",205,9.55228742495274,31.4858551886156,5,13,2,23,3,2.96909995860779,0.0572108224802913,0.108560328701054,2.65183943012099
"24","noroBE",12,3,"geom",205,9.72971541906228,34.9612613530763,5,13,2,24,4,2.72144561215311,0.110290764418032,0.176070358298046,2.65183943012099
"25","noroBE",1,4,"geom",205,6.5537023687251,17.8680686319821,4,9,1,17,9,2.80415178899647,0.734384663877023,0.794942779331015,2.4340740722728
"26","noroBE",2,4,"geom",205,5.86541754176733,14.7071732126624,3,8,1,15,3,2.14583216988198,0.182196609597705,0.299167266671219,2.4340740722728
"27","noroBE",3,4,"geom",205,7.16807897183655,21.3954580301985,4,10,1,19,4,2.28639221483938,0.216164119025496,0.317796588358902,2.4340740722728
"28","noroBE",4,4,"geom",205,6.68991389130384,20.576670182875,3,9,1,18,2,2.49411962250149,0.0732422258730582,0.155811337263736,2.4340740722728
"29","noroBE",5,4,"geom",205,7.06984470305964,20.0156261067052,4,9,1,18,5,2.25293235868259,0.318025059456671,0.423115668394248,2.4340740722728
"30","noroBE",6,4,"geom",205,6.5540824491998,18.5490708172947,3,9,1,17,4,2.19856506108133,0.255032608203613,0.36599487645938,2.4340740722728
"31","noroBE",7,4,"geom",205,10.9297772427254,42.9291550275227,6,14,2,27,7,2.61461634124227,0.268578410887751,0.341774276432271,2.4340740722728
"32","noroBE",8,4,"geom",205,6.98998275595906,20.9763304149709,4,9,1,18,5,2.25659506828616,0.333724355861139,0.43843075247473,2.4340740722728
"33","noroBE",9,4,"geom",205,5.68705356341304,15.4535263102236,3,8,0,15,3,2.10318776852033,0.207393949010569,0.329460636048883,2.4340740722728
"34","noroBE",10,4,"geom",205,11.7212352564325,49.5770060493905,7,15,2,29,16,3.35179603493537,0.757366498019817,0.792387895947679,2.4340740722728
"35","noroBE",11,4,"geom",205,8.55147033258505,27.843636758139,5,11,1,21,7,2.44320380908853,0.405746801336091,0.492628852919263,2.4340740722728
"36","noroBE",12,4,"geom",205,8.67086034804202,31.4809148817731,5,11,1,23,7,2.473241857889,0.410442565748117,0.494753656655632,2.4340740722728
"37","noroBE",1,2,"geom",206,7.49580221756004,20.4616124557669,4,10,1,18,8,2.49531169426132,0.571208022441846,0.653678764170099,2.65446343562772
"38","noroBE",2,2,"geom",206,6.73005990615824,16.5980497558969,4,9,1,16,1,3.19159131281083,0.0140376018089239,0.05514400752396,2.65446343562772
"39","noroBE",3,2,"geom",206,7.66806488457524,21.0080747387688,4,10,1,19,2,2.89781735226326,0.0403097957526835,0.0954532432751888,2.65446343562772
"40","noroBE",4,2,"geom",206,7.74856630496905,22.8861665336375,4,10,1,19,3,2.54973685767048,0.0991972676671099,0.177299482963323,2.65446343562772
"41","noroBE",5,2,"geom",206,6.94743123362691,17.6117048604145,4,9,1,17,3,2.39996122107784,0.11886149093294,0.209582962235013,2.65446343562772
"42","noroBE",6,2,"geom",206,6.82269138789503,17.6757746253615,4,9,1,17,4,2.23562841262389,0.221220315107394,0.328145230876753,2.65446343562772
"43","noroBE",7,2,"geom",206,13.9810142479362,57.9875303559269,8,18,3,32,8,2.87897948278065,0.194601073875876,0.250793152442958,2.65446343562772
"44","noroBE",8,2,"geom",206,8.23905555353985,23.7641657420216,5,11,1,20,11,2.91377570381576,0.729744799967979,0.784015233429142,2.65446343562772
"45","noroBE",9,2,"geom",206,6.28876038371924,15.6260593512149,3,8,1,16,5,2.17402919588875,0.374896064330594,0.488614562816947,2.65446343562772
"46","noroBE",10,2,"geom",206,14.449167711462,62.6976783601603,9,19,3,34,14,2.95932792599622,0.521982387630124,0.573836142655482,2.65446343562772
"47","noroBE",11,2,"geom",206,9.1877881735372,27.9976191162187,5,12,2,22,3,2.92462721116676,0.0589211940568003,0.11260589529681,2.65446343562772
"48","noroBE",12,2,"geom",206,8.59733417299121,25.8575758042384,5,11,1,21,4,2.54769791627698,0.135979828678468,0.214241452271235,2.65446343562772
