"","h1","h2","h3","h4","h5","h6","h7","h8"
"t_cond=1010",3.63079658975281,3.44434687561424,3.74118484648111,3.80932970129643,4.3209178171472,4.12758358331968,4.96657998818516,4.64136168338132
"t_cond=1011",3.41163625506055,3.54360239229269,3.65431980880401,4.03438558355015,3.95124961200971,4.75288757411208,4.36901550144461,5.81996417758285
"t_cond=1012",3.42910017406973,3.57433781450675,4.11880680239673,3.93992915479245,4.91292055601716,4.50883158723926,5.91831495684871,4.99864373837792
"t_cond=1013",3.42192005607697,3.97040413125178,3.82970180339387,4.90614945483719,4.38053008910789,6.13165139821408,4.97569334640341,4.93155890283617
"t_cond=1014",3.82713563745845,3.68386313706911,4.78101366291677,4.36321866778823,6.09489028284825,4.98297120595819,4.87487513483256,3.81979911656566
"t_cond=1015",3.47065376450303,4.36899815885167,4.02707494642269,5.75430456378454,4.60874646879466,4.5968259350469,3.75419631853684,5.25290802481591
"t_cond=1016",4.30583174417505,3.92841859389321,5.82358083173278,4.60086140025903,4.56814030905262,3.68383165115678,5.35716652424672,6.17296862766011
"t_cond=1017",3.57826180351805,5.05597480878962,4.13248319252922,4.16345802986122,3.66322209357534,4.8958476630274,5.55365338679702,4.24647582598755
"t_cond=1018",5.09080135821961,4.02516220204778,4.04026871310355,3.63194000440287,4.87753709462826,5.65375259627745,4.17447700101527,4.75839246606508
"t_cond=1019",3.67068372508536,3.74227718042677,4.06205216217774,4.24595957685248,4.83117679927975,3.88675328275516,4.31944364653643,5.0566950770798
"t_cond=1020",3.61927169989432,4.02452411426367,4.22302345693813,4.89770090466965,3.83820258463565,4.35573280290913,5.15389978387974,5.78609418836893
"t_cond=1021",4.06508374562523,4.21739150281891,5.04889702419039,3.77984402680306,4.33933301072414,5.16850486321681,5.86865000904228,4.78677858651984
"t_cond=1022",5.14746885832817,6.43976964055422,4.05504565816341,4.89472983932951,6.07346941737597,6.90029685142217,5.36459765381382,7.68983378009669
"t_cond=1023",4.93610105376104,3.54160971305029,4.06066977511667,5.00862883375907,5.71431743306646,4.5350190836386,6.96007889741754,7.76568537490186
"t_cond=1024",3.74842648313216,3.67140770348585,4.26096647180414,4.95233483436444,4.05870824664759,5.88252102433241,6.89080396120975,5.90366647551436
"t_cond=1025",3.62011165721768,4.66094026470452,5.38885930683048,4.2733366413179,6.79703690361386,7.37969823804781,6.3469384821307,6.0617648923654
"t_cond=1026",4.4283889577751,5.37238418372121,4.0549538138983,6.6168994885779,7.43311854842878,6.50669316337796,5.9278104241701,4.9445638131741
"t_cond=1027",4.46144426442297,3.62910708773302,5.79417879396989,6.53002224682036,5.68049626624762,5.33804183191203,4.52102029049237,7.67421970067896
"t_cond=1028",3.57100864920321,4.92964777173012,5.69774634973342,4.97563834156076,4.76331866894487,4.08968577338644,6.99356265618344,5.60501021224922
"t_cond=1029",5.39997168246085,6.41949880501158,5.32510723822633,4.92167949239355,4.21229059912235,7.90554544077122,6.00513295429535,8.25850831927205
"t_cond=1030",4.90694296612255,4.18508382406284,4.08521578292744,3.68823017903047,6.42936067132651,4.92355013545455,6.76092471320356,3.83925099774993
"t_cond=1031",3.72586755604438,3.7090937409977,3.6572164348951,5.49357755047808,4.36461722555011,5.88871936817348,3.62879384853791,4.22738288828272
"t_cond=1032",3.6013746901069,3.6117256133995,5.50986670334449,4.29275962468696,6.0915020824713,3.58221925234409,4.08337907391824,5.06180437469373
"t_cond=1033",3.54088968296467,5.91036801568791,4.26762686403134,6.14243778146574,3.53081717840252,4.13044314904203,5.05403062059947,5.16942245464566
"t_cond=1034",7.21120490681976,4.66915991663373,7.01981142529982,3.54097653816707,4.29747208613413,5.59133455939299,5.42082997184654,7.22309108308279
"t_cond=1035",3.56608638668535,4.75726298070515,3.66236810348418,3.63544939515769,4.26019750681006,4.35270650703471,5.62688741551332,5.68724579139497
"t_cond=1036",4.76014217849551,3.7162612964191,3.55705328108449,4.21517028273241,4.26372804985158,5.63447210282226,5.71837773058974,5.77575962416877
"t_cond=1037",4.68071316739886,3.73104363014248,3.77432198613932,3.87795204597538,4.86492994864589,4.98962387965203,5.13117711394271,5.97888908360889
"t_cond=1038",3.31886377051221,4.28537808234558,4.40236810456014,6.01530734645983,6.03628028813269,6.04282929314225,7.22307864438746,7.77981684367577
"t_cond=1039",4.3333845089403,4.43536229051794,6.37256200122607,6.44325226120766,6.3845211444513,7.48169940836666,8.13384646295769,10.9572467461541
