"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"53","rotaBE",2,1,"naive",205,0.829573822754785,1.12491674145984,0,1,0,4,1,1.20104709939841,1.33212994047963
"54","rotaBE",2,2,"naive",205,1.43766025154878,2.32467127000516,0,2,0,5,0,1.11977984731952,1.70491105815033
"55","rotaBE",2,3,"naive",205,0.968075968076601,1.37026975923923,0,2,0,4,0,0.809615394926851,2.0618967911572
"56","rotaBE",2,4,"naive",205,0.869464113733297,1.19389321755959,0,1,0,4,1,1.19586082935185,4.10467088793554
"57","rotaBE",3,1,"naive",205,1.06218177879265,1.54636995261747,0,2,0,4,0,0.875168991484807,1.33212994047963
"58","rotaBE",3,2,"naive",205,1.84077231152091,3.2949471638315,0,3,0,6,1,1.32864334517125,1.70491105815033
"59","rotaBE",3,3,"naive",205,1.23951916703857,1.89887974395897,0,2,0,5,1,1.20571970656242,2.0618967911572
"60","rotaBE",3,4,"naive",205,1.11325708886862,1.64512944933023,0,2,0,4,0,0.909990484604752,4.10467088793554
"61","rotaBE",4,1,"naive",205,1.02917916882181,1.483746748568,0,2,0,4,2,1.86254586238609,1.33212994047963
"62","rotaBE",4,2,"naive",205,1.78357843768954,3.14879299450305,0,3,0,6,0,1.32445032541102,1.70491105815033
"63","rotaBE",4,3,"naive",205,1.20100658055112,1.8200302532342,0,2,0,5,11,9.68108621984437,2.0618967911572
"64","rotaBE",4,4,"naive",205,1.07866753909969,1.57800218769108,0,2,0,4,33,34.3330691855759,4.10467088793554
"65","rotaBE",5,1,"naive",205,1.32664659342035,2.08195962192686,0,2,0,5,0,1.0500932820056,1.33212994047963
"66","rotaBE",5,2,"naive",205,2.2990926460041,4.56754377937296,1,3,0,8,0,1.59955588202721,1.70491105815033
"67","rotaBE",5,3,"naive",205,1.54813791129058,2.57671246381925,0,2,0,6,0,1.1871206913031,2.0618967911572
"68","rotaBE",5,4,"naive",205,1.39043876861394,2.22013710714566,0,2,0,5,1,1.22872207762677,4.10467088793554
"69","rotaBE",6,1,"naive",205,1.81092124540331,3.21831497339721,0,3,0,6,2,1.63832223854517,1.33212994047963
"70","rotaBE",6,2,"naive",205,3.13834576476399,7.36520771056779,1,4,0,10,2,1.74259609374886,1.70491105815033
"71","rotaBE",6,3,"naive",205,2.11326501592433,4.0298338018029,1,3,0,7,0,1.50408955689011,2.0618967911572
"72","rotaBE",6,4,"naive",205,1.89799990366958,3.44399764726132,1,3,0,7,1,1.34340897193614,4.10467088793554
"73","rotaBE",7,1,"naive",205,2.03882175393221,3.82274022060064,1,3,0,7,1,1.38094378313914,1.33212994047963
"74","rotaBE",7,2,"naive",205,3.53329976817231,8.89098818982351,1,5,0,11,0,2.15027457747082,1.70491105815033
"75","rotaBE",7,3,"naive",205,2.37921483180283,4.8085296580402,1,3,0,8,0,1.63954069020253,2.0618967911572
"76","rotaBE",7,4,"naive",205,2.13685907235627,4.09646274925497,1,3,0,7,0,1.5164296647562,4.10467088793554
"77","rotaBE",8,1,"naive",205,1.00394823618139,1.43650103428816,0,2,0,4,1,1.18915120518622,1.33212994047963
"78","rotaBE",8,2,"naive",205,1.73985296326922,3.03894995759403,0,3,0,6,3,2.12628732402404,1.70491105815033
"79","rotaBE",8,3,"naive",205,1.17156319785102,1.76060745363122,0,2,0,5,2,1.78314015341039,2.0618967911572
"80","rotaBE",8,4,"naive",205,1.05222336995508,1.52737516049955,0,2,0,4,0,0.868318627813102,4.10467088793554
"81","rotaBE",9,1,"naive",205,1.30538851400986,2.03668932955015,0,2,0,5,1,1.21483207871796,1.33212994047963
"82","rotaBE",9,2,"naive",205,2.26225216845474,4.45858680222393,1,3,0,8,1,1.4430480406333,1.70491105815033
"83","rotaBE",9,3,"naive",205,1.52333067263348,2.51920573465318,0,2,0,6,0,1.17216815729721,2.0618967911572
"84","rotaBE",9,4,"naive",205,1.36815848846607,2.17147982507855,0,2,0,5,1,1.2248736338443,4.10467088793554
"85","rotaBE",10,1,"naive",205,2.28341346631396,4.52102967628356,1,3,0,8,1,1.44904716136408,1.33212994047963
"86","rotaBE",10,2,"naive",205,3.95717980525183,10.6774703814474,2,6,0,12,0,2.31291509178165,1.70491105815033
"87","rotaBE",10,3,"naive",205,2.66464254450619,5.71179651251238,1,4,0,9,0,1.77665326250796,2.0618967911572
"88","rotaBE",10,4,"naive",205,2.3932120461354,4.85119487128855,1,3,0,8,0,1.64645610704013,4.10467088793554
"89","rotaBE",11,1,"naive",205,1.70729848066054,2.95823534562394,0,3,0,6,2,1.64643620005263,1.33212994047963
"90","rotaBE",11,2,"naive",205,2.9587664121615,6.71573741888453,1,4,0,9,0,1.90997858086602,1.70491105815033
"91","rotaBE",11,3,"naive",205,1.9923418315837,3.69584988395442,1,3,0,7,0,1.43979799464553,2.0618967911572
"92","rotaBE",11,4,"naive",205,1.78939440909107,3.16352698630938,0,3,0,6,2,1.63967068410079,4.10467088793554
"93","rotaBE",12,1,"naive",205,1.48489186906695,2.43114241253011,0,2,0,5,1,1.24648537954428,1.33212994047963
"94","rotaBE",12,2,"naive",205,2.57333339053124,5.41523209577965,1,4,0,8,0,1.73366194402798,1.70491105815033
"95","rotaBE",12,3,"naive",205,1.73280315049306,3.02139369850351,0,3,0,6,1,1.30174797051,2.0618967911572
"96","rotaBE",12,4,"naive",205,1.55629331292159,2.59573321944421,0,2,0,6,2,1.66658809757642,4.10467088793554
"97","rotaBE",1,1,"naive",206,2.43666539425083,4.9736698412178,1,4,0,8,0,1.66986468573311,1.70620703144588
"98","rotaBE",1,2,"naive",206,1.64077480930145,2.79111792297915,0,2,0,6,0,1.24333689839744,2.06102484692942
"99","rotaBE",1,3,"naive",206,1.4735755792351,2.40141809453904,0,2,0,5,2,1.68164082018406,4.10141764574235
"100","rotaBE",1,4,"naive",206,2.04349194079371,3.82782242865256,1,3,0,7,1,1.38182918539082,1.69601627952558
"101","rotaBE",2,1,"naive",206,1.43999575632927,2.32603276463201,0,2,0,5,0,1.12222744856836,1.70620703144588
"102","rotaBE",2,2,"naive",206,0.969648425286755,1.37140040967258,0,2,0,4,0,0.811272861992545,2.06102484692942
"103","rotaBE",2,3,"naive",206,0.870838723172904,1.19488340800537,0,1,0,4,1,1.19499103367724,4.10141764574235
"104","rotaBE",2,4,"naive",206,1.20764210374512,1.83081123108974,0,2,0,5,0,0.973771801649557,1.69601627952558
"105","rotaBE",3,1,"naive",206,1.83511638708663,3.27410270393035,0,3,0,6,1,1.3267087956787,1.70620703144588
"106","rotaBE",3,2,"naive",206,1.23571038812811,1.88818382081624,0,2,0,5,1,1.20453677901199,2.06102484692942
"107","rotaBE",3,3,"naive",206,1.10978827845849,1.63605960025472,0,2,0,4,0,0.908318508997678,4.10141764574235
"108","rotaBE",3,4,"naive",206,1.53900718427652,2.55107760450207,0,2,0,6,0,1.18273427971308,1.69601627952558
"109","rotaBE",4,1,"naive",206,1.79207088898304,3.16434164294651,0,3,0,6,0,1.33062877014979,1.70620703144588
"110","rotaBE",4,2,"naive",206,1.20672488642203,1.82894776577504,0,2,0,5,11,9.66306934538777,2.06102484692942
"111","rotaBE",4,3,"naive",206,1.08375647493261,1.58562833785255,0,2,0,4,33,34.2992932736416,4.10141764574235
"112","rotaBE",4,4,"naive",206,1.50290738630275,2.46805529797526,0,2,0,5,6,4.33366855704771,1.69601627952558
"113","rotaBE",5,1,"naive",206,2.29191858994537,4.53646098092746,1,3,0,8,0,1.59785476596278,1.70620703144588
"114","rotaBE",5,2,"naive",206,1.54330680618881,2.56104009629429,0,2,0,6,0,1.18532670757645,2.06102484692942
"115","rotaBE",5,3,"naive",206,1.38603981970895,2.20692204569199,0,2,0,5,1,1.2272813866665,4.10141764574235
"116","rotaBE",5,4,"naive",206,1.92210107245712,3.50073662601674,1,3,0,7,0,1.40313429607322,1.69601627952558
"117","rotaBE",6,1,"naive",206,3.14380868821854,7.36700876829572,1,4,0,10,2,1.74258901971375,1.70620703144588
"118","rotaBE",6,2,"naive",206,2.11694314412749,4.03185075716217,1,3,0,7,0,1.50774047790017,2.06102484692942
"119","rotaBE",6,3,"naive",206,1.90122111951704,3.4457452489939,1,3,0,7,1,1.34378931755946,4.10141764574235
"120","rotaBE",6,4,"naive",206,2.63653258790875,5.60680119276616,1,4,0,9,1,1.55084027242483,1.69601627952558
"121","rotaBE",7,1,"naive",206,3.53003141024181,8.85462637446683,1,5,0,11,0,2.15221302188778,1.70620703144588
"122","rotaBE",7,2,"naive",206,2.37701353153924,4.79132193274913,1,3,0,8,0,1.64045646331281,2.06102484692942
"123","rotaBE",7,3,"naive",206,2.13478965652751,4.08211993830431,1,3,0,7,0,1.51709216800519,4.10141764574235
"124","rotaBE",7,4,"naive",206,2.96043550115574,6.70533911830342,1,4,0,9,0,1.91334942826615,1.69601627952558
"125","rotaBE",8,1,"naive",206,1.7412892584297,3.03689027327665,0,3,0,6,3,2.12475063567495,1.70620703144588
"126","rotaBE",8,2,"naive",206,1.17253011335891,1.75998895967067,0,2,0,5,2,1.78182028957814,2.06102484692942
"127","rotaBE",8,3,"naive",206,1.05304623837994,1.5268781648013,0,2,0,4,0,0.869508655392565,4.10141764574235
"128","rotaBE",8,4,"naive",206,1.46031973638538,2.37154415053887,0,2,0,5,0,1.13477587596482,1.69601627952558
"129","rotaBE",9,1,"naive",206,2.26213354723377,4.44871630037661,1,3,0,8,1,1.44275687985637,1.70620703144588
"130","rotaBE",9,2,"naive",206,1.52325048335907,2.51470338190302,0,2,0,6,0,1.17320926270687,2.06102484692942
"131","rotaBE",9,3,"naive",206,1.36802728845626,2.1677123043898,0,2,0,5,1,1.22417662542549,4.10141764574235
"132","rotaBE",9,4,"naive",206,1.89712206020497,3.43499333801196,1,3,0,7,1,1.34271799141099,1.69601627952558
"133","rotaBE",10,1,"naive",206,3.95207177269634,10.6259623799986,2,6,0,12,0,2.31469275876629,1.70620703144588
"134","rotaBE",10,2,"naive",206,2.66120240575139,5.68731617970505,1,4,0,9,0,1.77736122888304,2.06102484692942
"135","rotaBE",10,3,"naive",206,2.39001894366389,4.83081854704875,1,3,0,8,0,1.64689967561873,4.10141764574235
"136","rotaBE",10,4,"naive",206,3.31437662142624,8.00826925432284,1,5,0,10,0,2.06461999848027,1.69601627952558
"137","rotaBE",11,1,"naive",206,2.96343416301288,6.71592814109366,1,4,0,9,0,1.91467297578826,1.70620703144588
"138","rotaBE",11,2,"naive",206,1.99548454012899,3.6969618914844,1,3,0,7,0,1.4430830323459,2.06102484692942
"139","rotaBE",11,3,"naive",206,1.79213946387145,3.16451524170967,0,3,0,6,2,1.63839183478003,4.10141764574235
"140","rotaBE",11,4,"naive",206,2.48526278719999,5.12447353773732,1,4,0,8,2,1.65745988116792,1.69601627952558
"141","rotaBE",12,1,"naive",206,2.57258687056009,5.40052260157385,1,4,0,8,0,1.73552461957045,1.70620703144588
"142","rotaBE",12,2,"naive",206,1.73230011059948,3.01455895645366,0,3,0,6,1,1.30108481605997,2.06102484692942
"143","rotaBE",12,3,"naive",206,1.55577421375238,2.59001717888339,0,2,0,6,2,1.66562844895964,4.10141764574235
"144","rotaBE",12,4,"naive",206,2.1574815111607,4.14643030807187,1,3,0,7,1,1.41329378671758,1.69601627952558
"145","rotaBE",1,1,"naive",207,1.63571461971808,2.79322298066777,0,2,0,6,0,1.23691296523345,2.05641947295285
"146","rotaBE",1,2,"naive",207,1.46922742732128,2.40309892401068,0,2,0,5,2,1.68551402077488,4.09169026087079
"147","rotaBE",1,3,"naive",207,2.0385967866305,3.8365224712216,1,3,0,7,1,1.38160508096946,1.69457977361038
"148","rotaBE",1,4,"naive",207,2.99502414565315,6.87572103048982,1,4,0,10,2,1.72276999067296,1.77122474819324
"149","rotaBE",2,1,"naive",207,0.968975873807309,1.37517126708915,0,2,0,4,0,0.809236404022318,2.05641947295285
"150","rotaBE",2,2,"naive",207,0.870351045988496,1.19806729640177,0,1,0,4,1,1.19710409707456,4.09169026087079
"151","rotaBE",2,3,"naive",207,1.20763798211116,1.83857003857148,0,2,0,5,0,0.971567084601919,1.69457977361038
"152","rotaBE",2,4,"naive",207,1.77421299756338,3.13603572863248,0,3,0,6,0,1.31662731495233,1.77122474819324
"153","rotaBE",3,1,"naive",207,1.23613571892874,1.89719647754815,0,2,0,5,1,1.20660696737924,2.05641947295285
"154","rotaBE",3,2,"naive",207,1.11031868288531,1.64365893413674,0,2,0,4,0,0.906743804090328,4.09169026087079
"155","rotaBE",3,3,"naive",207,1.54060022088795,2.56740759187053,0,2,0,6,0,1.18053180184291,1.69457977361038
"156","rotaBE",3,4,"naive",207,2.26338768442016,4.47967960351895,1,3,0,8,0,1.57802453181609,1.77122474819324
"157","rotaBE",4,1,"naive",207,1.20260719816719,1.82829352436447,0,2,0,5,11,9.64899573804936,2.05641947295285
"158","rotaBE",4,2,"naive",207,1.08020278020488,1.58500313035055,0,2,0,4,33,34.1745955661172,4.09169026087079
"159","rotaBE",4,3,"naive",207,1.49881350952582,2.4706747541777,0,2,0,5,6,4.33451562153955,1.69457977361038
"160","rotaBE",4,4,"naive",207,2.20199633409635,4.29969088117202,1,3,0,7,2,1.64006543963144,1.77122474819324
"161","rotaBE",5,1,"naive",207,1.53816818702582,2.5617362241902,0,2,0,6,0,1.179071973184,2.05641947295285
"162","rotaBE",5,2,"naive",207,1.38160951853624,2.20741868508591,0,2,0,5,1,1.2284285230764,4.09169026087079
"163","rotaBE",5,3,"naive",207,1.91702433026401,3.50690421885025,1,3,0,7,0,1.39604286523903,1.69457977361038
"164","rotaBE",5,4,"naive",207,2.81641479796266,6.24805937803566,1,4,0,9,1,1.60314639496368,1.77122474819324
"165","rotaBE",6,1,"naive",207,2.12339261592387,4.07399913606399,1,3,0,7,0,1.50618624915813,2.05641947295285
"166","rotaBE",6,2,"naive",207,1.90726831727195,3.48100712717635,1,3,0,7,1,1.34668126855685,4.09169026087079
"167","rotaBE",6,3,"naive",207,2.64639155962512,5.67621465326859,1,4,0,9,1,1.55375531429105,1.69457977361038
"168","rotaBE",6,4,"naive",207,3.8879717028449,10.4276330146986,1,5,0,12,2,1.87145360702606,1.77122474819324
"169","rotaBE",7,1,"naive",207,2.36881044784606,4.7963688434639,1,3,0,8,0,1.63068562492854,2.05641947295285
"170","rotaBE",7,2,"naive",207,2.12770689834666,4.08624790651401,1,3,0,7,0,1.50843378582097,4.09169026087079
"171","rotaBE",7,3,"naive",207,2.95225665217081,6.72291588675733,1,4,0,9,0,1.90224086076355,1.69457977361038
"172","rotaBE",7,4,"naive",207,4.33733635577408,12.4760406809022,2,6,0,13,2,1.95441680951616,1.77122474819324
"173","rotaBE",8,1,"naive",207,1.18274954131577,1.7879435816132,0,2,0,5,2,1.77956677143737,2.05641947295285
"174","rotaBE",8,2,"naive",207,1.06236628615101,1.55063357066233,0,2,0,4,0,0.874122055601426,4.09169026087079
"175","rotaBE",8,3,"naive",207,1.47406484312686,2.41409598754076,0,2,0,5,0,1.14025771261192,1.69457977361038
"176","rotaBE",8,4,"naive",207,2.16563659198171,4.19462809315498,1,3,0,7,1,1.4164758270585,1.77122474819324
"177","rotaBE",9,1,"naive",207,1.52121931615701,2.52235450988763,0,2,0,6,0,1.16887272924123,2.05641947295285
"178","rotaBE",9,2,"naive",207,1.3663857468328,2.17409621640605,0,2,0,5,1,1.22582964386075,4.09169026087079
"179","rotaBE",9,3,"naive",207,1.89590089389336,3.45093646796002,0,3,0,7,1,1.34372432229925,1.69457977361038
"180","rotaBE",9,4,"naive",207,2.7853810975349,6.14181666092313,1,4,0,9,2,1.69411634062782,1.77122474819324
"181","rotaBE",10,1,"naive",207,2.66233149883267,5.728763418048,1,4,0,9,0,1.77128448352972,2.05641947295285
"182","rotaBE",10,2,"naive",207,2.39135263055882,4.86533334854191,1,3,0,8,0,1.64179193838693,4.09169026087079
"183","rotaBE",10,3,"naive",207,3.31807295297079,8.0810767407653,1,5,0,10,0,2.05754675300618,1.69457977361038
"184","rotaBE",10,4,"naive",207,4.87477890496027,15.1553895665534,2,7,0,15,0,2.62187371372042,1.77122474819324
"185","rotaBE",11,1,"naive",207,1.99526467332433,3.71756979346608,1,3,0,7,0,1.43842152471625,2.05641947295285
"186","rotaBE",11,2,"naive",207,1.79218156240396,3.18172803529764,0,3,0,6,2,1.64152567370963,4.09169026087079
"187","rotaBE",11,3,"naive",207,2.48670526171455,5.16191411261647,1,4,0,8,2,1.66061063438434,1.69457977361038
"188","rotaBE",11,4,"naive",207,3.65336703697439,9.42761829939166,1,5,0,11,1,1.84361888625466,1.77122474819324
"189","rotaBE",12,1,"naive",207,1.72632516794543,3.01562602177417,0,3,0,6,1,1.30119224455459,2.05641947295285
"190","rotaBE",12,2,"naive",207,1.55061540359504,2.59081637204427,0,2,0,6,2,1.6695127533795,4.09169026087079
"191","rotaBE",12,3,"naive",207,2.15152502620505,4.15416034052972,1,3,0,7,1,1.41255923177543,1.69457977361038
"192","rotaBE",12,4,"naive",207,3.16093375880961,7.48348206676769,1,5,0,10,0,1.99210812207874,1.77122474819324
"193","rotaBE",1,1,"naive",208,1.46309528577742,2.4068609726073,0,2,0,5,2,1.69136312875351,3.99798829823888
"194","rotaBE",1,2,"naive",208,2.03029529880689,3.84764029433245,1,3,0,7,1,1.38110869754862,1.68055504254579
"195","rotaBE",1,3,"naive",208,2.98140446373989,6.90027355366222,1,4,0,10,2,1.7248345900039,1.76658286074309
"196","rotaBE",1,4,"naive",208,3.72769080768614,9.8539973926473,1,5,0,12,2,1.84538172554376,2.00122032752641
"197","rotaBE",2,1,"naive",208,0.867788075390467,1.19979436979235,0,1,0,4,1,1.20056653515944,3.99798829823888
"198","rotaBE",2,2,"naive",208,1.20420458390703,1.84352638383491,0,2,0,5,0,0.965937231239029,1.68055504254579
"199","rotaBE",2,3,"naive",208,1.7683245012813,3.14693915420597,0,3,0,6,0,1.30738455191851,1.76658286074309
"200","rotaBE",2,4,"naive",208,2.21096032712171,4.36612699192698,1,3,0,7,1,1.43041663215274,2.00122032752641
"201","rotaBE",3,1,"naive",208,1.110275315799,1.65375126573568,0,2,0,4,0,0.903736851358842,3.99798829823888
"202","rotaBE",3,2,"naive",208,1.54069716166863,2.5872316051104,0,2,0,6,0,1.17572837065589,1.68055504254579
"203","rotaBE",3,3,"naive",208,2.26244989966218,4.51916587381158,1,3,0,8,0,1.56931925194581,1.76658286074309
"204","rotaBE",3,4,"naive",208,2.82877207584302,6.35666076402896,1,4,0,9,0,1.83647060125566,2.00122032752641
"205","rotaBE",4,1,"naive",208,1.12230877810601,1.67762924596989,0,2,0,4,33,33.0546162977542,3.99798829823888
"206","rotaBE",4,2,"naive",208,1.55739565163561,2.62673827265768,0,2,0,6,6,4.22199211591937,1.68055504254579
"207","rotaBE",4,3,"naive",208,2.28697093980571,4.59286979466129,1,3,0,8,2,1.64955366110417,1.76658286074309
"208","rotaBE",4,4,"naive",208,2.85943106795551,6.46420658216798,1,4,0,9,1,1.61510818666716,2.00122032752641
"209","rotaBE",5,1,"naive",208,1.37582705229061,2.21036607795403,0,2,0,5,1,1.23040796377126,3.99798829823888
"210","rotaBE",5,2,"naive",208,1.90919567808784,3.51621036724724,0,3,0,7,0,1.38519276724089,1.68055504254579
"211","rotaBE",5,3,"naive",208,2.80357469189283,6.268893719322,1,4,0,9,1,1.59903906878276,1.76658286074309
"212","rotaBE",5,4,"naive",208,3.50534780997839,8.92262669569673,1,5,0,11,0,2.11917918351131,2.00122032752641
"213","rotaBE",6,1,"naive",208,1.9006379791514,3.49327852470787,0,3,0,7,1,1.34700291409537,3.99798829823888
"214","rotaBE",6,2,"naive",208,2.63746072543354,5.70429962997182,1,4,0,9,1,1.55128341085064,1.68055504254579
"215","rotaBE",6,3,"naive",208,3.87300171771422,10.4862425808178,1,5,0,12,2,1.87110656713599,1.76658286074309
"216","rotaBE",6,4,"naive",208,4.84246705767847,15.1808427772839,2,7,0,15,3,2.08152358344076,2.00122032752641
"217","rotaBE",7,1,"naive",208,2.11708944418783,4.09313692150344,1,3,0,7,0,1.49535381215846,3.99798829823888
"218","rotaBE",7,2,"naive",208,2.93782420562192,6.74296359979,1,4,0,9,0,1.88448793013878,1.68055504254579
"219","rotaBE",7,3,"naive",208,4.31407303433715,12.519363274421,2,6,0,13,2,1.95144228888845,1.76658286074309
"220","rotaBE",7,4,"naive",208,5.39394456182322,18.2211461028523,2,8,0,16,0,2.76109116613982,2.00122032752641
"221","rotaBE",8,1,"naive",208,1.06785397760834,1.57059312091498,0,2,0,4,0,0.875076216123111,3.99798829823888
"222","rotaBE",8,2,"naive",208,1.48183028926816,2.44992065204888,0,2,0,5,0,1.14039941626299,1.68055504254579
"223","rotaBE",8,3,"naive",208,2.17600633835152,4.2635678130818,1,3,0,7,1,1.42074829139854,1.76658286074309
"224","rotaBE",8,4,"naive",208,2.72069050797779,5.98414262023114,1,4,0,9,2,1.69043349555961,2.00122032752641
"225","rotaBE",9,1,"naive",208,1.36051173407455,2.17657446623151,0,2,0,5,1,1.22783738591719,3.99798829823888
"226","rotaBE",9,2,"naive",208,1.88794305095135,3.45937920615001,0,3,0,7,1,1.34373712653845,1.68055504254579
"227","rotaBE",9,3,"naive",208,2.77236609014502,6.16096461742327,1,4,0,9,2,1.69678581105933,1.76658286074309
